review_id,store_name,review_text,rating
REV00000144,텔코스토어 종로,상담사 김예진님 덕분에 빠르게 해결했어요. 직통 010-3081-4640 공유받음.,4
REV00000145,텔코플라자 부산서면,상담사 박경숙님 덕분에 빠르게 해결했어요. 직통 01099762975 공유받음.,4
REV00000146,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,1
REV00000147,텔코 수원역점,이현정 점장님이 추천해준 요금제 아주 만족스러워요.,4
REV00000148,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000149,telco 광주충장로,상담사 김진호님 덕분에 빠르게 해결했어요. 직통 010-7420-8099 공유받음.,3
REV00000150,telco 광주충장로,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000151,텔코 대전둔산점,한채원 점장님이 추천해준 요금제 아주 만족스러워요.,5
REV00000152,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000153,텔코플라자 부산서면,재방문 의사 있어요. 추천합니다.,4
REV00000154,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000155,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000156,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000157,telco 광주충장로,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000158,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000159,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000160,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000161,텔코스토어 종로,재방문 의사 있어요. 추천합니다.,1
REV00000162,텔코 수원역점,상담사 이예준님 덕분에 빠르게 해결했어요. 직통 010-8998-5386 공유받음.,4
REV00000163,telco 광주충장로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,4
REV00000164,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000165,텔코플라자 부산서면,재방문 의사 있어요. 추천합니다.,5
REV00000166,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000167,텔코 수원역점,재방문 의사 있어요. 추천합니다.,5
REV00000168,텔코플라자 부산서면,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000169,텔코 수원역점,상담사 허현숙님 덕분에 빠르게 해결했어요. 직통 010-3808-9265 공유받음.,2
REV00000170,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000171,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000172,텔코 수원역점,상담사 강중수님 덕분에 빠르게 해결했어요. 직통 010-9412-7079 공유받음.,4
REV00000173,텔코 수원역점,재방문 의사 있어요. 추천합니다.,3
REV00000174,텔코스토어 종로,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000175,telco 광주충장로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000176,텔코 수원역점,재방문 의사 있어요. 추천합니다.,2
REV00000177,텔코플라자 부산서면,상담사 성영희님 덕분에 빠르게 해결했어요. 직통 010-2055-1178 공유받음.,3
REV00000178,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000179,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000180,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000181,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000182,텔코 수원역점,재방문 의사 있어요. 추천합니다.,1
REV00000183,텔코강남점,서정웅 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000184,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000185,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000186,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000187,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000188,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000189,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000190,텔코스토어 종로,이영호 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000191,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000192,텔코플라자 부산서면,최정희 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000193,텔코 수원역점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000194,telco 광주충장로,재방문 의사 있어요. 추천합니다.,4
REV00000195,텔코 대전둔산점,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000196,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000197,텔코 수원역점,상담사 이영희님 덕분에 빠르게 해결했어요. 직통 010-4372-3678 공유받음.,3
REV00000198,텔코스토어 종로,홍민준 점장님이 추천해준 요금제 아주 만족스러워요.,4
REV00000199,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,4
REV00000200,텔코강남점,재방문 의사 있어요. 추천합니다.,2
REV00000201,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000202,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000203,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000204,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000205,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000206,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000207,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000208,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000209,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,2
REV00000210,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000211,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,4
REV00000212,텔코강남점,상담사 박정웅님 덕분에 빠르게 해결했어요. 직통 010-3650-3847 공유받음.,4
REV00000213,telco 광주충장로,재방문 의사 있어요. 추천합니다.,5
REV00000214,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000215,telco 광주충장로,재방문 의사 있어요. 추천합니다.,2
REV00000216,telco 광주충장로,재방문 의사 있어요. 추천합니다.,2
REV00000217,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000218,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000219,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000220,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000221,텔코 대전둔산점,이영순 점장님이 추천해준 요금제 아주 만족스러워요.,5
REV00000222,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000223,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000224,telco 광주충장로,재방문 의사 있어요. 추천합니다.,5
REV00000225,telco 광주충장로,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000226,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000227,텔코강남점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000228,텔코 대전둔산점,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000229,텔코강남점,재방문 의사 있어요. 추천합니다.,1
REV00000230,텔코스토어 종로,상담사 박영수님 덕분에 빠르게 해결했어요. 직통 01065776355 공유받음.,5
REV00000231,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000232,텔코스토어 종로,이서현 점장님이 추천해준 요금제 아주 만족스러워요.,2
REV00000233,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000234,텔코 수원역점,상담사 신예은님 덕분에 빠르게 해결했어요. 직통 01045205647 공유받음.,5
REV00000235,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000236,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000237,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000238,텔코플라자 부산서면,엄지영 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000239,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000240,텔코 대전둔산점,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000241,텔코플라자 부산서면,상담사 윤성수님 덕분에 빠르게 해결했어요. 직통 010-3490-6039 공유받음.,3
REV00000242,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000243,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000244,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000245,텔코 수원역점,상담사 김상현님 덕분에 빠르게 해결했어요. 직통 010-1231-8119 공유받음.,1
REV00000246,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000247,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000248,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000249,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000250,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000251,텔코 대전둔산점,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000252,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000253,텔코강남점,재방문 의사 있어요. 추천합니다.,4
REV00000254,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000255,텔코스토어 종로,재방문 의사 있어요. 추천합니다.,2
REV00000256,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000257,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000258,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000259,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000260,텔코 수원역점,재방문 의사 있어요. 추천합니다.,5
REV00000261,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000262,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000263,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000264,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000265,텔코 수원역점,재방문 의사 있어요. 추천합니다.,5
REV00000266,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000267,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000268,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000269,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000270,telco 광주충장로,최정자 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000271,텔코강남점,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000272,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000273,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000274,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000275,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000276,텔코스토어 종로,매장 직원이 친절했어요. 개통도 빨랐습니다.,2
REV00000277,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000278,텔코 대전둔산점,상담사 김윤서님 덕분에 빠르게 해결했어요. 직통 010-3201-1523 공유받음.,3
REV00000279,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000280,텔코 대전둔산점,김경수 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000281,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000282,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000283,텔코스토어 종로,상담사 성춘자님 덕분에 빠르게 해결했어요. 직통 01093191989 공유받음.,2
REV00000284,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000285,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000286,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000287,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000288,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000289,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000290,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000291,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000292,텔코 수원역점,상담사 구은주님 덕분에 빠르게 해결했어요. 직통 01090925048 공유받음.,2
REV00000293,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000294,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000295,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000296,텔코 대전둔산점,상담사 김성진님 덕분에 빠르게 해결했어요. 직통 010-3897-9905 공유받음.,3
REV00000297,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000298,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000299,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000300,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000301,텔코스토어 종로,재방문 의사 있어요. 추천합니다.,5
REV00000302,텔코플라자 부산서면,재방문 의사 있어요. 추천합니다.,2
REV00000303,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000304,텔코 수원역점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000305,telco 광주충장로,재방문 의사 있어요. 추천합니다.,3
REV00000306,텔코 대전둔산점,윤은영 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000307,텔코강남점,상담사 김윤서님 덕분에 빠르게 해결했어요. 직통 010-6406-6370 공유받음.,2
REV00000308,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,2
REV00000309,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000310,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000311,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000312,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000313,텔코스토어 종로,상담사 심예진님 덕분에 빠르게 해결했어요. 직통 01023797693 공유받음.,1
REV00000314,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,4
